,background,media,lumen
precision,0.980444732110807,0.6649060532142397,0.9718032679932131
recall,0.9919280480473732,0.7250684653314334,0.7797957824990968
f1-score,0.986152961675944,0.6936852512923067,0.8652757485646674
support,30795773.0,2353746.0,2903473.0
specificity,0.8669714254273347,0.97445630340456,0.9979673888011487
jaccard_score,0.9726841667418669,0.531024588047064,0.7625427476941337
avg_hausdorff_dist,12.201150343366557,17.121094501102554,12.473503959167362
