,background,media,lumen
precision,0.9827211021853091,0.7362968102663707,0.9366907362697214
recall,0.9898941000766566,0.7276545557592026,0.8730864726484455
f1-score,0.9862945595862633,0.7319501737763804,0.9037709247991592
support,30795773.0,2353746.0,2903473.0
specificity,0.8879525839632854,0.981761779864515,0.9947067533313069
jaccard_score,0.9729597181442711,0.5772250889826639,0.8244361924386824
avg_hausdorff_dist,12.241986894766278,15.425390854363592,13.58863220514983
