,background,media,lumen
precision,0.9830468833705246,0.6619708084634904,0.9648076449527104
recall,0.9883553194857412,0.7592770047118447,0.8064644871635053
f1-score,0.985693954359425,0.7072928563160161,0.8785585099999369
support,10202255.0,780586.0,1034823.0
specificity,0.8913924789038693,0.9730276718421254,0.9971567938392997
jaccard_score,0.9717914613600864,0.5471408275043319,0.7834189459138767
avg_hausdorff_dist,12.117630007255292,17.33918367399125,13.614729693711363
