,background,media,lumen
precision,0.9741207873684502,0.5514414622344744,0.8696078270765738
recall,0.966877126674446,0.6029816061266792,0.8720515489122295
f1-score,0.9704854406183983,0.5760610086474202,0.8708279736016528
support,10202255.0,780586.0,1034823.0
specificity,0.8397326012545554,0.9656612204373067,0.9870766102806047
jaccard_score,0.9426631530119784,0.4045545575658602,0.7712093049092626
avg_hausdorff_dist,15.462234621239375,25.611479876975405,25.269019982474244
