,background,media,lumen
precision,0.9902007367990338,0.6656991842287588,0.9495325982476042
recall,0.9827170561802269,0.8456364833599372,0.8266824374796463
f1-score,0.9864447029241904,0.7449563048094333,0.8838591127727028
support,10202255.0,780586.0,1034823.0
specificity,0.938555754619357,0.9704371354918917,0.9957631232941558
jaccard_score,0.9732519831627978,0.5935700148641588,0.7918884818997844
avg_hausdorff_dist,10.103565992864997,17.988810449362745,16.09887686565715
