,background,media,lumen
precision,0.9809556416860253,0.7566412136193557,0.9212813761976404
recall,0.9902181429497694,0.6870146274721811,0.899466865347987
f1-score,0.9855651301753786,0.7201488979697075,0.9102434401897569
support,10202255.0,780586.0,1034823.0
specificity,0.882076223264528,0.9846076948675093,0.9925798611211537
jaccard_score,0.9715410614244423,0.5626817813629248,0.835272274340111
avg_hausdorff_dist,12.684723628588731,15.837002370879471,14.248100409111606
